Participant ID,Participant Name,Address,Shareholding,Percentage
"B02219","TRADEGO MARKETS LIMITED","ROOM 3405 WEST TOWER SHUN TAK CENTRE 168-200 CONNAUGHT ROAD CENTRAL HONG KONG",1100,0
"B01454","HAO TIAN INTERNATIONAL SECURITIES LTD","ROOM 2510-2518 25/F SHUI ON CENTRE 6-8 HARBOUR ROAD WANCHAI HONG KONG",1000,0
"B01907","CHINA DEMETER SECURITIES LTD","UNIT A1 35/F UNITED CENTRE 95 QUEENSWAY ADMIRALTY HONG KONG",1000,0
"C00083","BANK CONSORTIUM TRUST CO LTD","18/F COSCO TOWER 183 QUEEN'S ROAD CENTRAL HONG KONG",1000,0
"B01883","CHINA RISE SECURITIES ASSET MANAGEMENT","10/F ISLAND PLACE TOWER 510 KING'S ROAD NORTH POINT HONG KONG",900,0
"B02161","EMPERIO SECURITIES AND ASSETS MANAGEMENT","28/F AT TOWER 180 ELECTRIC ROAD NORTH POINT HONG KONG",900,0
"B01466","DAOKOU SECURITIES LTD","UNIT 1406 14/F GREAT EAGLE CENTRE 23 HARBOUR ROAD WANCHAI HONG KONG",800,0
"B01604","WANHAI SECURITIES (HK) LTD","ROOM 4036-4039 40/F SUN HUNG KAI CENTRE 30 HARBOUR ROAD WAN CHAI HONG KONG",800,0
"B01795","RAFFAELLO SECURITIES (HK) LTD","1/F 166-168 DES VOEUX ROAD CENTRAL CENTRAL HONG KONG",800,0
"B02009","GOLDEN RICH SECURITIES LTD","2201B 22/F TOWER 1 CHINA HONG KONG CITY 33 CANTON ROAD TSIM SHA TSUI KOWLOON",700,0
"B02011","ZHONG YANG SECURITIES LTD","ROOM 1101 118 CONNAUGHT ROAD WEST HONG KONG",700,0
"B02017","WILSON SECURITIES LTD","UNIT 1005A-B & 1006A 10/F BANK OF AMERICA TOWER 12 HARCOURT ROAD ADMIRALTY HONG KONG",700,0
"B01794","INTERCONTINENT SECURITIES CO LTD","RM 1802 CAR PO COMMERCIAL BUILDING 37-43 POTTINGER STREET HONG KONG",600,0
"B01923","RUISEN PORT SECURITIES LTD","UNIT 1706 TOWER 1 CHINA HONG KONG CITY 33 CANTON ROAD TSIM SHA TSUI KOWLOON",600,0
"B01934","SELECT INVESTMENT SERVICES LTD","RM 1713B-1714 17/F HONG KONG PLAZA 188 CONNAUGHT ROAD WEST WESTERN DISTRICT HONG KONG",600,0
"B02022","CHAOSHANG SECURITIES LTD","ROOM 2206-2210 CHINA RESOURCES BUILDING 26 HARBOUR ROAD WANCHAI HONG KONG",600,0
"B02140","JQ SECURITIES (HONG KONG) LTD","UNIT 1601-3 TAI TUNG BUILDING 8 FLEMING ROAD WANCHAI HONG KONG",600,0
"B01326","KING SUN SECURITIES LTD","RM 3909-3910 39/F THE CENTRE 99 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",500,0
"B01745","GUOCHUANG SECURITIES FINANCIAL HOLDING","RM B-D 3/F SHING HING COMMERCIAL BUILDING 21-27 WING KUT STREET HONG KONG",500,0
"B01821","GETTA SECURITIES LTD","30/F CHINACHEM CENTURY TOWER 178 GLOUCESTER ROAD WANCHAI HONG KONG",500,0
"B01922","SUN SECURITIES LTD","RM 2104 21/F FAR EAST CONSORTIUM BUILDING 121 DES VOEUX ROAD CENTRAL HONG KONG",500,0
"B02151","SOLITON SECURITIES LTD","UNIT 1010 10/F COSCO TOWER GRAND MILLENNIUM PLAZA 183 QUEEN'S ROAD CENTRAL HONG KONG",500,0
"B01318","OKASAN INTERNATIONAL (ASIA) LTD","ROOMS 2605-7 26/F WING ON CENTRE 111 CONNAUGHT ROAD CENTRAL HONG KONG",400,0
"B01977","ZHONGCAI SECURITIES LTD","3/F & 6/F ZHONGCAI CENTRE 131 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",400,0
"B02077","CONRAD INVESTMENT SERVICES LTD","23/F TUNG HIP COMMERCIAL BUILDING 244-248 DES VOEUX ROAD CENTRAL SHEUNG WAN HONG KONG",400,0
"B02213","CITIC CFI SECURITIES COMPANY LTD","2312-2316 23/F CITIC TOWER 1 TIM MEI AVENUE, CENTRAL HONG KONG",400,0
"B01527","NITTAN SECURITIES ASIA LTD","SUITE 709 7/F JARDINE HOUSE 1 CONNAUGHT PLACE CENTRAL HONG KONG",300,0
"B01627","SDHG INTERNATIONAL SECURITIES LTD","38/F THE CENTER 99 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",300,0
"B01720","NORMAN KONG SECURITIES CO LTD","RM 504 MONGKOK COMMERCIAL CENTRE 16 ARGYLE STREET MONGKOK KOWLOON",300,0
"B01997","SUNCORP SECURITIES LTD","UNIT 2305 23/F THE CENTER 99 QUEENS ROAD CENTRAL HONG KONG",300,0
"B02015","VISION CAPITAL INTERNATIONAL HOLDINGS","SUITES 3607-09 ICBC TOWER THREE GARDEN ROAD CENTRAL HONG KONG",300,0
"B02101","ACER KING SECURITIES INTERNATIONAL LTD","41/F MONTERY PLAZA 15-17 CHONG YIP STREET KWUN TONG KOWLOON",300,0
"B02123","CHINA DIFI SECURITIES LTD","UNIT A 9/F CHINAWEAL CENTRE 414-424 JAFFE ROAD WAN CHAI HONG KONG",300,0
"B02202","JMC CAPITAL INTERNATIONAL LTD","23/F NEW WORLD TOWER TWO 16-18 QUEEN'S ROAD CENTRAL HONG KONG",243,0
"B01227","HOORAY SECURITIES LTD","ROOM A & B2 11/F GUANGDONG INVESTMENT TOWER 148 CONNAUGHT ROAD CENTRAL SHEUNG WAN HONG KONG",200,0
"B01630","ANLI SECURITIES LTD","ROOM 2907 29/F WING ON CENTRE 111 CONNAUGHT ROAD CENTRAL SHEUNG WAN HONG KONG",200,0
"B01633","ENLIGHTEN SECURITIES LTD","ROOM 1106 11/F JUBILEE CENTRE 18 FENWICK STREET WANCHAI HONG KONG",200,0
"B01972","RICHES DEPOT SECURITIES CO LTD","RM A UNIT 1701 17/F 1 LYNDHURST TOWER 1 LYNDHURST TERRACE CENTRAL HONG KONG",200,0
"B02119","GAYANG SECURITIES LTD","SUITE 1605 16/F 9 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",200,0
"B02139","WELL LINK INTERNATIONAL SECURITIES LTD","UNIT 1113-15 11/F CHINA MERCHANTS TOWER SHUN TAK CENTRE 168-200 CONNAUGHT ROAD CENTRAL HONG KONG",200,0
"B02155","ADEN FINANCIAL GROUP LTD","14/F SHANGHAI COMMERCIAL BANK TOWER 12 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",200,0
"B02162","GAMMA SECURITIES LTD","SUITE 708 CHAMPION TOWER THREE GARDEN ROAD CENTRAL HONG KONG",200,0
"B02165","YUEN META (INTERNATIONAL) SECURITIES LTD","2601 26/F WAN CHAI CENTRAL BUILDING 89 LOCKHART ROAD WAN CHAI HONG KONG",200,0
"B01619","TUNG WUI SECURITIES CO LTD","RM 802-803 TUNG MING BUILDING 40-42 DES VOEUX ROAD CENTRAL CENTRAL HONG KONG",100,0
"B01816","CHEONG LEE SECURITIES LTD","UNIT B 16/F BANK OF EAST ASIA HARBOUR VIEW CENTRE 56 GLOUCESTER ROAD WANCHAI HONG KONG",100,0
"B01920","TIANDA SECURITIES LTD","SUITES 2401-2410 24/F CITIC TOWER 1 TIM MEI AVENUE CENTRAL HONG KONG",100,0
"B02057","FUNDE SECURITIES LTD","UNIT 2203 22/F TOWER 1 ADMIRALTY CENTRE 18 HARCOURT RD ADMIRALTY HONG KONG",100,0
"B02092","I WIN SECURITIES LTD","ROOM 3001-3002 30/F CHINA INSURANCE GROUP BUILDING 141 DES VOEUX ROAD CENTRAL HONG KONG",100,0
"B02117","FUTURE SECURITIES LTD","UNIT 2301 23/F 9 CHONG YIP STREET KWUN TONG KOWLOON",100,0
"B02194","HARMONIA CAPITAL LTD","UNIT 2505 25/F COSCO TOWER 183 QUEEN'S ROAD CENTRAL HONG KONG",100,0
"B02208","CN FIRST INTERNATIONAL FUTURES LTD","9/F HUA QIN INTERNATIONAL BUILDING 340 QUEEN'S ROAD CENTRAL SHEUNG WAN HONG KONG",100,0
"C00092","CTBC BANK CO LTD","28/F TWO INTERNATIONAL FINANCE CENTRE 8 FINANCE STREET CENTRAL HONG KONG",25,0
