Date,Stock Code,Stock Name,Participant ID,Participant Name,Address,Shareholding,Percentage,Scraped At
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02128,"SILVERBRICKS SECURITIES CO LTD","ROOM 1601-07 16/F NAN FUNG TOWER 88 CONNAUGHT ROAD CENTRAL CENTRAL HONG KONG",3000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01665,"WINSOME STOCK CO LTD","TOP FLOOR WING SHUN BUILDING 64-66 BONHAM STRAND WEST HONG KONG",2900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02061,"GRAND PARTNERS SECURITIES LTD","ROOM 3402 34/F CHINA RESOURCES BUILDING 26 HARBOUR ROAD WANCHAI HONG KONG",2800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01248,"KWAN YICK SECURITIES (INTERNATIONAL) LTD","FLAT B, C & E 3/F HO LEE COMMERCIAL BUILDING 38-44 D'AGUILAR STREET CENTRAL HONG KONG",2700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01716,"ORIENT SECURITIES LTD","RM 2204 22/F NEW WORLD TOWER 1 16-18 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",2700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01927,"KINGKEY SECURITIES GROUP LTD","13/F NO.88 LOCKHART ROAD WANCHAI  HONG KONG",2700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01389,"ZHONGRONG PT SECURITIES LTD","ROOM 3505-10 35/F TOWER 5 THE GATEWAY 15 CANTON ROAD TSIM SHA TSUI KOWLOON",2600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01784,"FU YIP SECURITIES AND INVESTMENT CO LTD","UNIT 6A01 6/F WAH KIT COMMERCIAL CENTRE 302 DES VOEUX RD CENTRAL SHEUNG WAN HONG KONG",2600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02134,"HOPE SECURITIES LTD","ROOM 2805 28/F CHINA UNITED CENTRE 28 MARBLE ROAD NORTH POINT HONG KONG",2600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01571,"KARFORD SECURITIES LTD","FLAT D 7/F MAN LOK BUILDING 89-93 BONHAM STRAND EAST HONG KONG",2400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01756,"CHINA SKY SECURITIES LTD","UNIT 2302-03 23/F WEST TOWER SHUN TAK CENTRE 200 CONNAUGHT ROAD CENTRAL HONG KONG",2400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02067,"LIGHTHOUSE CAPITAL (HK) FINANCIAL LTD","UNITS 1801-2 18/F HOLLYWOOD CENTRE 233 HOLLYWOOD ROAD SHEUNG WAN HONG KONG",2400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01751,"IMAGI BROKERAGE LTD","SUITE 2210-11 22/F CHINA UNITED CENTRE 28 MARBLE ROAD NORTH POINT HONG KONG",2200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01910,"FTFT INTERNATIONAL SECURITIES AND","UNITS 02B-03A 23/F SINO PLAZA 256-257 GLOUCESTER ROAD CAUSEWAY BAY HONG KONG",2200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02153,"WE SECURITIES LTD","26/F OVEST 77 WING LOK STREET SHEUNG WAN HONG KONG",2200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01852,"ARTA GLOBAL MARKETS LTD","UNIT 901-02 9/F K11 ATELIER KING'S ROAD 728 KING'S ROAD QUARRY BAY HONG KONG",2105,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01743,"CEPA ALLIANCE SECURITIES LTD","FLAT B 7/F 208 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",2100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02138,"TIGER FAITH SECURITIES LTD","ROOM 3505 35/F TOWER 1 LIPPO CENTRE 89 QUEENSWAY ADMIRALTY HONG KONG",2100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01538,"MORTON SECURITIES LTD","RM 1804-1805 18/F ALLIED KAJIMA BUILDING 138 GLOUCESTER ROAD WANCHAI HONG KONG",2000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01661,"HERMES SECURITIES LTD","ROOM 2117 CHINA MERCHANTS TOWER SHUN TAK CENTRE 168-200 CONNAUGHT ROAD CENTRAL HONG KONG",2000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01759,"WINLAND WEALTH MANAGEMENT LTD","RM 1901 SOUTH CHINA BUILDING 3 WYNDHAM STREET CENTRAL HONG KONG",2000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02060,"LEGO SECURITIES LTD","ROOM 1506 15/F WHEELOCK HOUSE 20 PEDDER STREET CENTRAL HONG KONG",2000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02158,"DT SECURITIES & FUTURES CO. LTD","RM 2312 23/F COSCO TOWER 183 QUEEN'S ROAD CENTRAL  HONG KONG",2000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02193,"PATRONS SECURITIES LTD","UNIT 3214 32/F COSCO TOWER 183 QUEEN'S ROAD CENTRAL SHEUNG WAN HONG KONG",2000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01310,"TUNG TAK SECURITIES (H.K.) CO LTD","G/F 169 TAI NAM ST SHAMSHUIPO KOWLOON",1900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02019,"GEO SECURITIES LTD","24/F STANDARD CHARTERED BANK BUILDING 4-4A DES VOEUX ROAD CENTRAL CENTRAL HONG KONG",1900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02014,"YUET SHEUNG INTERNATIONAL SECURITIES LTD","ROOM 2704 WEST TOWER SHUN TAK CENTRE 168-200 CONNAUGHT ROAD CENTRAL SHEUNG WAN HONG KONG",1800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02016,"GOLDHORSE SECURITIES LTD","UNIT 4308 43/F COSCO TOWER 183 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",1800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02068,"CANFIELD SECURITIES CO LTD","ROOM 2202 22/F FAR EAST FINANCE CENTER 16 HARCOURT ROAD HONG KONG",1800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02180,"PLUTUS SECURITIES LTD","8/F 80 GLOUCESTER ROAD WANCHAI HONG KONG",1800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02221,"AACAT FINTECH LTD","ROOMS 1901-02 19/F AXA TOWER LANDMARK EAST 100 HOW MING STREET KWUN TONG KOWLOON",1800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01664,"ROOFER SECURITIES LTD","UNIT 25B01 25/F FAR EAST FINANCE CENTER 16 HARCOURT ROAD ADMIRATLY HONG KONG",1700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01857,"KAISA FINANCIAL GROUP CO LTD","30/F THE CENTER 99 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",1700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02087,"GLOBAL MASTERMIND SECURITIES LTD","UNIT 1203 12/F WEST TOWER SHUN TAK CENTRE 168-200 CONNAUGHT ROAD CENTRAL HONG KONG",1700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02179,"YAW KAI FINANCIAL GROUP LTD","UNIT 1605B-1606A 16/F TOWER A MANULIFE FINANCIAL CENTRE 223-231 WAI YIP STREET KWUN TONG KOWLOON",1600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01328,"BAN HIN SECURITIES CO LTD","RM 901-2 LANSING HSE 41-47 QUEEN'S RD C CENTRAL HONG KONG",1500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01767,"NEW GALA SECURITIES CO LTD","RM 1106 REGENT CENTRE 88 QUEEN'S ROAD CENTRAL HONG KONG",1500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01783,"FREDDY CO LTD","RM 2102 21/F MELBOURNE PLAZA 33 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",1500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02085,"JOY RICH SECURITIES INVESTMENT LTD","UNIT 16 22/F SEAPOWER TOWER CONCORDIA PLAZA 1 SCIENCE MUSEUM ROAD KOWLOON",1500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02096,"AFG SECURITIES LTD","RM B 17/F FORTUNE HOUSE 61 CONNAUGHT ROAD CENTRAL CENTRAL HONG KONG",1500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01231,"WINNER INTERNATIONAL SECURITIES LTD","10/F LEE KUM KEE CENTRAL 54-58 DES VOEUX ROAD CENTRAL  HONG KONG",1400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01935,"MAGIC COMPASS SECURITIES LTD","UNIT 905 9/F CENTRAL PLAZA 18 HARBOUR ROAD WANCHAI HONG KONG",1400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02004,"INNOVATION SECURITIES CO LTD","SUITE 709A ONE PACIFIC PLACE 88 QUEENSWAY ADMIRALTY HONG KONG",1400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01988,"KOALA SECURITIES LTD","UNITS 1301-1302 13/F EVERBRIGHT CENTRE 108 GLOUCESTER ROAD WANCHAI HONG KONG",1300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01914,"JEFFERIES HONG KONG LTD","26/F & SUITES 2710-12 TWO INTERNATIONAL FINANCE CENTRE 8 FINANCE STREET CENTRAL HONG KONG",1299,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01921,"GONG PING SECURITIES LTD","UNIT D 8/F TOWER B BILLION CENTRE 1 WANG KWONG ROAD KOWLOON BAY KOWLOON",1200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02045,"AAA SECURITIES CO. LTD","SUITE 2202 22/F FU FAI COMMERCIAL CENTRE 27 HILLIER STREET SHEUNG WAN HONG KONG",1200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01755,"T G SECURITIES LTD","SUITE 1409, 14/F, NORTH TOWER WORLD FINANCE CENTRE 19 CANTON ROAD, TST KOWLOON",1159,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02027,"LEADING SECURITIES COMPANY LTD","8/F PROSPERITY TOWER 39 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",1100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02219,"TRADEGO MARKETS LIMITED","ROOM 3405 WEST TOWER SHUN TAK CENTRE 168-200 CONNAUGHT ROAD CENTRAL HONG KONG",1100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01454,"HAO TIAN INTERNATIONAL SECURITIES LTD","ROOM 2510-2518 25/F SHUI ON CENTRE 6-8 HARBOUR ROAD WANCHAI HONG KONG",1000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01907,"CHINA DEMETER SECURITIES LTD","UNIT A1 35/F UNITED CENTRE 95 QUEENSWAY ADMIRALTY HONG KONG",1000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",C00083,"BANK CONSORTIUM TRUST CO LTD","18/F COSCO TOWER 183 QUEEN'S ROAD CENTRAL HONG KONG",1000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01883,"CHINA RISE SECURITIES ASSET MANAGEMENT","10/F ISLAND PLACE TOWER 510 KING'S ROAD NORTH POINT HONG KONG",900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02161,"EMPERIO SECURITIES AND ASSETS MANAGEMENT","28/F AT TOWER 180 ELECTRIC ROAD NORTH POINT HONG KONG",900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01466,"DAOKOU SECURITIES LTD","UNIT 1406 14/F GREAT EAGLE CENTRE 23 HARBOUR ROAD WANCHAI HONG KONG",800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01604,"WANHAI SECURITIES (HK) LTD","ROOM 4036-4039 40/F SUN HUNG KAI CENTRE 30 HARBOUR ROAD WAN CHAI HONG KONG",800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01795,"RAFFAELLO SECURITIES (HK) LTD","1/F 166-168 DES VOEUX ROAD CENTRAL CENTRAL HONG KONG",800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02009,"GOLDEN RICH SECURITIES LTD","2201B 22/F TOWER 1 CHINA HONG KONG CITY 33 CANTON ROAD TSIM SHA TSUI KOWLOON",700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02011,"ZHONG YANG SECURITIES LTD","ROOM 1101 118 CONNAUGHT ROAD WEST HONG KONG",700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02017,"WILSON SECURITIES LTD","UNIT 1005A-B & 1006A 10/F BANK OF AMERICA TOWER 12 HARCOURT ROAD ADMIRALTY HONG KONG",700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01794,"INTERCONTINENT SECURITIES CO LTD","RM 1802 CAR PO COMMERCIAL BUILDING 37-43 POTTINGER STREET HONG KONG",600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01923,"RUISEN PORT SECURITIES LTD","UNIT 1706 TOWER 1 CHINA HONG KONG CITY 33 CANTON ROAD TSIM SHA TSUI KOWLOON",600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01934,"SELECT INVESTMENT SERVICES LTD","RM 1713B-1714 17/F HONG KONG PLAZA 188 CONNAUGHT ROAD WEST WESTERN DISTRICT HONG KONG",600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02022,"CHAOSHANG SECURITIES LTD","ROOM 2206-2210 CHINA RESOURCES BUILDING 26 HARBOUR ROAD WANCHAI HONG KONG",600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02140,"JQ SECURITIES (HONG KONG) LTD","UNIT 1601-3 TAI TUNG BUILDING 8 FLEMING ROAD WANCHAI HONG KONG",600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01326,"KING SUN SECURITIES LTD","RM 3909-3910 39/F THE CENTRE 99 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01745,"GUOCHUANG SECURITIES FINANCIAL HOLDING","RM B-D 3/F SHING HING COMMERCIAL BUILDING 21-27 WING KUT STREET HONG KONG",500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01821,"GETTA SECURITIES LTD","30/F CHINACHEM CENTURY TOWER 178 GLOUCESTER ROAD WANCHAI HONG KONG",500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01922,"SUN SECURITIES LTD","RM 2104 21/F FAR EAST CONSORTIUM BUILDING 121 DES VOEUX ROAD CENTRAL HONG KONG",500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02151,"SOLITON SECURITIES LTD","UNIT 1010 10/F COSCO TOWER GRAND MILLENNIUM PLAZA 183 QUEEN'S ROAD CENTRAL HONG KONG",500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01318,"OKASAN INTERNATIONAL (ASIA) LTD","ROOMS 2605-7 26/F WING ON CENTRE 111 CONNAUGHT ROAD CENTRAL HONG KONG",400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01977,"ZHONGCAI SECURITIES LTD","3/F & 6/F ZHONGCAI CENTRE 131 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02077,"CONRAD INVESTMENT SERVICES LTD","23/F TUNG HIP COMMERCIAL BUILDING 244-248 DES VOEUX ROAD CENTRAL SHEUNG WAN HONG KONG",400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02213,"CITIC CFI SECURITIES COMPANY LTD","2312-2316 23/F CITIC TOWER 1 TIM MEI AVENUE, CENTRAL HONG KONG",400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01527,"NITTAN SECURITIES ASIA LTD","SUITE 709 7/F JARDINE HOUSE 1 CONNAUGHT PLACE CENTRAL HONG KONG",300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01627,"SDHG INTERNATIONAL SECURITIES LTD","38/F THE CENTER 99 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01720,"NORMAN KONG SECURITIES CO LTD","RM 504 MONGKOK COMMERCIAL CENTRE 16 ARGYLE STREET MONGKOK KOWLOON",300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01997,"SUNCORP SECURITIES LTD","UNIT 2305 23/F THE CENTER 99 QUEENS ROAD CENTRAL HONG KONG",300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02015,"VISION CAPITAL INTERNATIONAL HOLDINGS","SUITES 3607-09 ICBC TOWER THREE GARDEN ROAD CENTRAL HONG KONG",300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02101,"ACER KING SECURITIES INTERNATIONAL LTD","41/F MONTERY PLAZA 15-17 CHONG YIP STREET KWUN TONG KOWLOON",300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02123,"CHINA DIFI SECURITIES LTD","UNIT A 9/F CHINAWEAL CENTRE 414-424 JAFFE ROAD WAN CHAI HONG KONG",300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02202,"JMC CAPITAL INTERNATIONAL LTD","23/F NEW WORLD TOWER TWO 16-18 QUEEN'S ROAD CENTRAL  HONG KONG",243,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01227,"HOORAY SECURITIES LTD","ROOM A & B2 11/F GUANGDONG INVESTMENT TOWER 148 CONNAUGHT ROAD CENTRAL SHEUNG WAN HONG KONG",200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01630,"ANLI SECURITIES LTD","ROOM 2907 29/F WING ON CENTRE 111 CONNAUGHT ROAD CENTRAL SHEUNG WAN HONG KONG",200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01633,"ENLIGHTEN SECURITIES LTD","ROOM 1106 11/F JUBILEE CENTRE 18 FENWICK STREET WANCHAI HONG KONG",200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01972,"RICHES DEPOT SECURITIES CO LTD","RM A UNIT 1701 17/F 1 LYNDHURST TOWER 1 LYNDHURST TERRACE CENTRAL HONG KONG",200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02119,"GAYANG SECURITIES LTD","SUITE 1605 16/F 9 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02139,"WELL LINK INTERNATIONAL SECURITIES LTD","UNIT 1113-15 11/F CHINA MERCHANTS TOWER SHUN TAK CENTRE 168-200 CONNAUGHT ROAD CENTRAL HONG KONG",200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02155,"ADEN FINANCIAL GROUP LTD","14/F SHANGHAI COMMERCIAL BANK TOWER 12 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02162,"GAMMA SECURITIES LTD","SUITE 708 CHAMPION TOWER THREE GARDEN ROAD CENTRAL HONG KONG",200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02165,"YUEN META (INTERNATIONAL) SECURITIES LTD","2601 26/F WAN CHAI CENTRAL BUILDING 89 LOCKHART ROAD WAN CHAI HONG KONG",200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01500,"D.J. SECURITIES LTD","13/F D. J. BUILDING 173 HOI BUN ROAD KWUN TONG KOWLOON",100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01619,"TUNG WUI SECURITIES CO LTD","RM 802-803 TUNG MING BUILDING 40-42 DES VOEUX ROAD CENTRAL CENTRAL HONG KONG",100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01816,"CHEONG LEE SECURITIES LTD","UNIT B 16/F BANK OF EAST ASIA HARBOUR VIEW CENTRE 56 GLOUCESTER ROAD WANCHAI HONG KONG",100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01920,"TIANDA SECURITIES LTD","SUITES 2401-2410 24/F CITIC TOWER 1 TIM MEI AVENUE CENTRAL HONG KONG",100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02057,"FUNDE SECURITIES LTD","UNIT 2203 22/F TOWER 1 ADMIRALTY CENTRE 18 HARCOURT RD ADMIRALTY HONG KONG",100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02092,"I WIN SECURITIES LTD","ROOM 3001-3002 30/F CHINA INSURANCE GROUP BUILDING 141 DES VOEUX ROAD CENTRAL HONG KONG",100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02117,"FUTURE SECURITIES LTD","UNIT 2301 23/F 9 CHONG YIP STREET KWUN TONG KOWLOON",100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02194,"HARMONIA CAPITAL LTD","UNIT 2505 25/F COSCO TOWER 183 QUEEN'S ROAD CENTRAL HONG KONG",100,0.00,2025-11-12T10:19:25.016Z
